交易编号,策略类型,包含关系,方向,入场时间,入场价格,出场时间,出场价格,持仓K线数,持仓时长,价格变动%,合约收益%,盈亏USDT,累计资金USDT,结果,跟踪止损激活,弱势收紧,最高价,最低价,跟踪止损价,K1开盘,K1最高,K1最低,K1收盘,K2开盘,K2最高,K2最低,K2收盘,K3开盘,K3最高,K3最低,K3收盘
106,rule1,否,做空,2025-02-02 20:29,3064.65,2025-02-03 01:30,2992.41,21,315分钟,2.357%,330.00%,5.2800,218.9930,止盈,否,否,,2969.27,,3064.87,3079.46,3058.83,3078.60,3078.60,3080.39,3062.86,3064.65,,,,
107,rule1,否,做多,2025-02-03 01:59,2972.99,2025-02-03 06:30,2860.44,19,285分钟,-3.786%,-530.00%,-21.2000,197.7930,止损,否,否,,,,3009.76,3025.00,2969.27,2990.80,2990.80,2992.49,2951.58,2972.99,,,,
108,rule1,否,做空,2025-02-03 04:29,2969.37,2025-02-03 05:30,2899.38,5,75分钟,2.357%,330.00%,13.2000,210.9930,止盈,否,否,,2896.40,,2958.91,2982.98,2952.50,2981.49,2981.48,2987.68,2966.30,2969.37,,,,
109,rule1,否,做多,2025-02-03 05:14,2945.94,2025-02-03 06:30,2834.42,6,90分钟,-3.786%,-530.00%,-8.4800,202.5130,止损,否,否,,,,2959.91,2959.91,2943.34,2950.64,2950.64,2956.82,2938.37,2945.94,,,,
110,rule1,否,做多,2025-02-03 06:29,2907.65,2025-02-03 06:30,2797.57,1,15分钟,-3.786%,-530.00%,-21.2000,181.3130,止损,否,否,,,,2907.90,2937.17,2906.08,2927.76,2927.77,2935.44,2899.45,2907.65,,,,
111,rule1,否,做多,2025-02-03 07:14,2838.31,2025-02-03 09:45,2730.86,11,165分钟,-3.786%,-530.00%,-21.2000,160.1130,止损,否,否,,,,2843.09,2883.86,2820.02,2875.46,2875.46,2875.46,2801.53,2838.31,,,,
112,rule1,否,做空,2025-02-03 08:14,2851.77,2025-02-03 08:30,2784.55,2,30分钟,2.357%,330.00%,13.2000,173.3130,止盈,否,否,,2768.55,,2845.50,2871.50,2844.88,2869.68,2869.68,2872.75,2849.86,2851.77,,,,
113,rule1,否,做空,2025-02-03 08:59,2823.49,2025-02-03 09:30,2756.94,3,45分钟,2.357%,330.00%,13.2000,186.5130,止盈,否,否,,2733.70,,2839.25,2842.47,2768.55,2781.16,2780.82,2845.91,2778.15,2823.49,,,,
114,rule1,否,做多,2025-02-03 13:14,2465.33,2025-02-03 14:15,2523.44,5,75分钟,2.357%,330.00%,13.2000,199.7130,止盈,否,否,2530.17,,,2473.81,2485.71,2448.97,2452.65,2452.65,2477.00,2447.25,2465.33,,,,
115,rule1,否,做空,2025-02-03 13:44,2477.82,2025-02-03 15:30,2571.62,8,120分钟,-3.786%,-530.00%,-21.2000,178.5130,止损,否,否,,,,2465.32,2501.69,2464.32,2491.06,2491.06,2501.74,2468.40,2477.82,,,,
116,rule1,否,做空,2025-02-03 14:44,2511.10,2025-02-03 15:45,2606.16,5,75分钟,-3.786%,-530.00%,-21.2000,157.3130,止损,否,否,,,,2501.91,2530.17,2492.25,2522.51,2522.50,2537.62,2508.76,2511.10,,,,
117,rule1,否,做多,2025-02-03 16:14,2600.00,2025-02-03 23:15,2661.29,29,435分钟,2.357%,330.00%,13.2000,170.5130,止盈,否,否,2700.98,,,2586.89,2632.80,2583.77,2622.35,2622.35,2622.51,2583.44,2600.00,,,,
118,rule1,否,做空,2025-02-03 18:44,2593.14,2025-02-03 22:15,2532.02,15,225分钟,2.357%,330.00%,5.2800,175.7930,止盈,否,否,,2529.39,,2579.00,2594.19,2566.72,2586.96,2586.95,2609.60,2583.49,2593.14,,,,
119,rule1,否,做多,2025-02-03 21:44,2577.58,2025-02-03 22:30,2638.34,4,60分钟,2.357%,330.00%,13.2000,188.9930,止盈,否,否,2647.11,,,2570.19,2581.30,2548.14,2548.15,2548.14,2581.45,2547.22,2577.58,,,,
120,rule1,否,做空,2025-02-04 03:29,2735.78,2025-02-04 06:00,2839.35,11,165分钟,-3.786%,-530.00%,-8.4800,180.5130,止损,否,否,,,,2732.70,2748.00,2728.30,2745.30,2745.30,2763.62,2734.67,2735.78,,,,
121,rule1,否,做空,2025-02-04 07:14,2883.41,2025-02-04 10:45,2815.44,15,225分钟,2.357%,330.00%,13.2000,193.7130,止盈,否,否,,2800.99,,2884.82,2886.19,2853.52,2870.00,2870.00,2889.95,2861.18,2883.41,,,,
122,rule1,否,做空,2025-02-04 08:14,2873.33,2025-02-04 10:45,2805.60,11,165分钟,2.357%,330.00%,5.2800,198.9930,止盈,否,否,,2800.99,,2869.35,2883.00,2867.99,2879.90,2879.89,2888.50,2870.27,2873.33,,,,
123,rule1,否,做多,2025-02-04 11:44,2806.15,2025-02-04 13:15,2699.92,7,105分钟,-3.786%,-530.00%,-21.2000,177.7930,止损,否,否,,,,2812.00,2813.80,2797.20,2798.18,2798.18,2808.89,2792.22,2806.15,,,,
124,rule1,否,做多,2025-02-04 13:59,2691.07,2025-02-04 18:30,2754.50,19,285分钟,2.357%,330.00%,13.2000,190.9930,止盈,否,否,2755.65,,,2700.50,2708.86,2664.40,2677.58,2677.50,2712.65,2664.24,2691.07,,,,
125,rule1,否,做空,2025-02-04 14:29,2696.71,2025-02-04 20:30,2798.80,25,375分钟,-3.786%,-530.00%,-21.2000,169.7930,止损,否,否,,,,2691.07,2723.94,2691.07,2719.05,2719.05,2732.00,2694.09,2696.71,,,,
126,rule1,否,做空,2025-02-04 15:14,2721.10,2025-02-04 21:00,2824.11,24,360分钟,-3.786%,-530.00%,-8.4800,161.3130,止损,否,否,,,,2718.53,2729.26,2712.19,2727.61,2727.60,2734.50,2717.07,2721.10,,,,
127,rule1,否,做多,2025-02-04 16:59,2698.31,2025-02-04 19:00,2761.91,9,135分钟,2.357%,330.00%,13.2000,174.5130,止盈,否,否,2789.44,,,2712.88,2717.58,2678.28,2679.95,2679.96,2702.44,2677.00,2698.31,,,,
128,rule1,否,做多,2025-02-04 20:59,2804.99,2025-02-05 05:00,2714.73,33,495分钟,-3.218%,-450.50%,-7.2080,167.3050,止损,是,是,2869.39,,2697.23,2788.33,2821.00,2788.33,2797.17,2797.16,2819.32,2787.28,2804.99,,,,
129,rule1,否,做空,2025-02-05 00:59,2790.57,2025-02-05 04:15,2724.79,14,210分钟,2.357%,330.00%,5.2800,172.5850,止盈,否,否,,2721.05,,2790.67,2792.00,2774.37,2780.59,2780.58,2794.99,2778.01,2790.57,,,,
130,rule1,否,做空,2025-02-05 01:29,2793.07,2025-02-05 04:15,2727.23,12,180分钟,2.357%,330.00%,13.2000,185.7850,止盈,否,否,,2721.05,,2790.55,2840.00,2784.11,2835.23,2835.22,2842.77,2791.72,2793.07,,,,
131,rule1,否,做多,2025-02-05 02:14,2806.20,2025-02-05 05:00,2699.97,12,180分钟,-3.786%,-530.00%,-8.4800,177.3050,止损,否,否,,,,2805.00,2819.55,2802.05,2815.10,2815.10,2820.42,2794.71,2806.20,,,,
132,rule1,否,做多,2025-02-05 06:14,2651.23,2025-02-05 07:00,2713.72,4,60分钟,2.357%,330.00%,13.2000,190.5050,止盈,否,否,2734.60,,,2660.10,2682.48,2637.20,2639.59,2639.58,2653.20,2632.60,2651.23,,,,
133,rule1,否,做空,2025-02-05 07:44,2722.00,2025-02-07 06:00,2664.25,186,2790分钟,2.121%,297.00%,11.8800,202.3850,止盈,是,是,,2655.28,,2721.69,2724.00,2701.86,2706.54,2706.53,2724.39,2703.00,2722.00,,,,
134,rule1,否,做多,2025-02-05 08:29,2732.94,2025-02-05 19:00,2790.92,43,645分钟,2.121%,297.00%,2.9700,205.3550,止盈,是,否,2800.00,,,2731.19,2742.17,2720.01,2724.03,2724.03,2735.20,2712.31,2732.94,,,,
135,rule1,否,做空,2025-02-05 17:14,2781.82,2025-02-06 02:45,2716.25,39,585分钟,2.357%,330.00%,5.2800,210.6350,止盈,是,是,,2715.27,,2764.59,2782.16,2762.66,2773.86,2773.84,2793.08,2769.48,2781.82,,,,
136,rule1,否,做空,2025-02-05 22:29,2818.12,2025-02-06 00:00,2751.69,7,105分钟,2.357%,330.00%,5.2800,215.9150,止盈,否,否,,2748.59,,2817.88,2822.81,2803.09,2808.81,2808.81,2826.95,2807.21,2818.12,,,,
137,rule1,否,做多,2025-02-06 01:44,2744.91,2025-02-06 09:15,2809.61,31,465分钟,2.357%,330.00%,13.2000,229.1150,止盈,否,否,2812.83,,,2769.01,2769.01,2744.30,2753.99,2754.00,2761.00,2730.40,2744.91,,,,
138,rule1,否,做空,2025-02-06 03:14,2736.39,2025-02-07 02:00,2678.34,92,1380分钟,2.121%,297.00%,11.8800,240.9950,止盈,是,是,,2672.03,,2747.73,2748.24,2715.27,2723.01,2723.00,2749.04,2716.54,2736.39,,,,
139,rule1,否,做多,2025-02-06 04:59,2763.01,2025-02-06 12:15,2828.14,30,450分钟,2.357%,330.00%,13.2000,254.1950,止盈,否,否,2831.97,,,2773.20,2775.00,2743.81,2744.16,2744.16,2770.99,2743.51,2763.01,,,,
140,rule1,否,做空,2025-02-06 12:14,2815.20,2025-02-06 22:15,2755.48,41,615分钟,2.121%,297.00%,4.7520,258.9470,止盈,是,是,,2743.91,,2816.61,2816.78,2803.04,2806.49,2806.50,2817.59,2805.87,2815.20,,,,
141,rule1,否,做空,2025-02-06 17:29,2835.51,2025-02-06 20:45,2768.67,14,210分钟,2.357%,330.00%,13.2000,272.1470,止盈,否,否,,2767.35,,2829.40,2849.00,2826.09,2848.20,2848.19,2849.36,2834.81,2835.51,,,,
142,rule1,否,做多,2025-02-06 22:14,2781.11,2025-02-07 02:00,2675.83,16,240分钟,-3.786%,-530.00%,-8.4800,263.6670,止损,否,否,,,,2782.20,2794.90,2776.51,2791.66,2791.67,2796.16,2773.24,2781.11,,,,
143,rule1,否,做多,2025-02-06 22:44,2751.05,2025-02-08 04:00,2724.49,118,1770分钟,-0.965%,-135.15%,-5.4060,258.2610,止损,是,是,2797.50,,2629.65,2781.11,2781.12,2743.91,2766.16,2766.16,2777.52,2737.62,2751.05,,,,
144,rule1,否,做多,2025-02-07 05:44,2703.57,2025-02-07 19:45,2760.92,57,855分钟,2.121%,297.00%,11.8800,270.1410,止盈,是,是,2764.78,,,2707.85,2710.30,2687.38,2691.00,2691.00,2703.89,2675.00,2703.57,,,,
145,rule1,否,做多,2025-02-07 07:14,2688.28,2025-02-07 18:00,2745.31,44,660分钟,2.121%,297.00%,4.7520,274.8930,止盈,是,是,2746.47,,,2690.68,2702.30,2687.88,2700.50,2700.50,2702.48,2687.20,2688.28,,,,
146,rule1,否,做空,2025-02-07 07:59,2686.64,2025-02-08 04:00,2629.64,81,1215分钟,2.121%,297.00%,4.7520,279.6450,止盈,是,是,,2628.45,,2686.27,2688.45,2666.80,2676.90,2676.89,2690.80,2675.49,2686.64,,,,
147,rule1,否,做空,2025-02-07 21:59,2776.01,2025-02-08 00:00,2710.58,9,135分钟,2.357%,330.00%,13.2000,292.8450,止盈,否,否,,2695.97,,2741.65,2776.91,2723.68,2762.91,2762.89,2780.00,2757.64,2776.01,,,,
148,rule1,否,做空,2025-02-07 22:29,2791.06,2025-02-07 23:15,2725.27,4,60分钟,2.357%,330.00%,3.3000,296.1450,止盈,否,否,,2716.83,,2776.00,2791.74,2764.23,2784.31,2784.31,2797.50,2784.31,2791.06,,,,
149,rule1,否,做多,2025-02-08 05:29,2594.34,2025-02-08 08:15,2655.49,12,180分钟,2.357%,330.00%,13.2000,309.3450,止盈,否,否,2667.30,,,2587.66,2610.30,2586.43,2603.25,2603.26,2608.05,2585.54,2594.34,,,,
150,rule1,否,做空,2025-02-08 14:29,2629.17,2025-02-10 05:30,2573.39,157,2355分钟,2.121%,297.00%,2.9700,312.3150,止盈,是,是,,2560.01,,2620.20,2630.50,2617.00,2625.88,2625.88,2632.00,2621.60,2629.17,,,,
151,rule1,否,做多,2025-02-08 15:29,2611.96,2025-02-09 11:30,2667.37,81,1215分钟,2.121%,297.00%,4.7520,317.0670,止盈,是,是,2698.90,,,2616.13,2619.40,2600.63,2604.91,2604.91,2614.31,2594.63,2611.96,,,,
152,rule1,否,做多,2025-02-08 16:14,2623.10,2025-02-09 11:30,2678.75,78,1170分钟,2.121%,297.00%,4.7520,321.8190,止盈,是,是,2698.90,,,2621.19,2638.00,2620.04,2629.61,2629.61,2632.50,2618.20,2623.10,,,,
153,rule1,否,做空,2025-02-08 20:14,2607.04,2025-02-10 05:45,2551.73,135,2025分钟,2.121%,297.00%,2.9700,324.7890,止盈,是,是,,2520.02,,2606.00,2616.48,2602.01,2613.32,2613.30,2620.48,2607.03,2607.04,,,,
154,rule1,否,做多,2025-02-09 13:44,2664.48,2025-02-11 08:30,2721.01,172,2580分钟,2.121%,297.00%,2.9700,327.7590,止盈,是,是,2725.04,,,2665.99,2666.84,2659.09,2659.87,2659.87,2664.49,2656.46,2664.48,,,,
155,rule1,否,做空,2025-02-10 06:14,2565.19,2025-02-11 08:30,2589.95,106,1590分钟,-0.965%,-135.15%,-2.1624,325.5966,止损,是,是,,2555.40,2708.72,2563.09,2567.20,2520.02,2552.38,2552.38,2572.37,2527.20,2565.19,,,,
156,rule1,否,做空,2025-02-10 06:59,2615.77,2025-02-11 08:30,2641.02,103,1545分钟,-0.965%,-135.15%,-5.4060,320.1906,止损,是,是,,2559.85,2713.44,2591.30,2646.79,2580.02,2646.06,2646.05,2646.99,2604.53,2615.77,,,,
157,rule1,否,做空,2025-02-10 07:59,2627.18,2025-02-10 09:45,2565.25,8,120分钟,2.357%,330.00%,5.2800,325.4706,止盈,否,否,,2559.85,,2613.15,2628.68,2613.01,2622.49,2622.50,2635.64,2620.60,2627.18,,,,
158,rule1,否,做多,2025-02-10 22:14,2658.00,2025-02-11 08:30,2714.39,42,630分钟,2.121%,297.00%,11.8800,337.3506,止盈,是,是,2725.04,,,2655.87,2684.55,2655.41,2677.76,2677.77,2680.99,2655.12,2658.00,,,,
159,rule1,否,做多,2025-02-11 20:44,2689.43,2025-02-12 03:30,2587.62,28,420分钟,-3.786%,-530.00%,-8.4800,328.8706,止损,否,否,,,,2693.58,2693.58,2680.70,2684.83,2684.83,2689.82,2680.00,2689.43,,,,
160,rule1,否,做多,2025-02-11 22:14,2650.25,2025-02-13 06:15,2706.47,129,1935分钟,2.121%,297.00%,11.8800,340.7506,止盈,是,是,2772.11,,,2663.66,2666.77,2629.24,2634.47,2634.41,2654.28,2626.13,2650.25,,,,
161,rule1,否,做多,2025-02-12 01:44,2638.54,2025-02-13 04:00,2694.51,106,1590分钟,2.121%,297.00%,4.7520,345.5026,止盈,是,是,2695.72,,,2639.01,2653.92,2638.00,2648.80,2648.80,2649.60,2632.00,2638.54,,,,
162,rule1,否,做多,2025-02-12 04:59,2598.44,2025-02-12 21:15,2653.56,66,990分钟,2.121%,297.00%,4.7520,350.2546,止盈,是,是,2665.16,,,2600.00,2612.25,2591.79,2591.85,2591.85,2600.84,2585.51,2598.44,,,,
163,rule1,否,做空,2025-02-12 07:44,2600.81,2025-02-13 06:15,2625.92,91,1365分钟,-0.965%,-135.15%,-1.3515,348.9031,止损,是,是,,2546.92,2699.74,2601.10,2609.81,2598.50,2608.72,2608.72,2611.77,2600.63,2600.81,,,,
164,rule1,否,做空,2025-02-12 23:29,2598.10,2025-02-13 06:15,2696.46,28,420分钟,-3.786%,-530.00%,-21.2000,327.7031,止损,否,否,,,,2599.42,2605.00,2569.29,2581.96,2581.95,2615.28,2576.50,2598.10,,,,
165,rule1,否,做空,2025-02-13 05:29,2681.83,2025-02-13 06:30,2783.36,5,75分钟,-3.786%,-530.00%,-8.4800,319.2231,止损,否,否,,,,2677.80,2687.48,2672.01,2686.27,2686.28,2691.50,2680.00,2681.83,,,,
166,rule1,否,做多,2025-02-13 13:14,2715.96,2025-02-15 01:45,2773.58,147,2205分钟,2.121%,297.00%,4.7520,323.9751,止盈,是,是,2791.00,,,2730.70,2732.50,2713.70,2721.44,2721.43,2722.75,2703.97,2715.96,,,,
167,rule1,否,做空,2025-02-14 02:44,2624.89,2025-02-15 01:45,2650.23,93,1395分钟,-0.965%,-135.15%,-2.1624,321.8127,止损,是,是,,2622.22,2779.55,2620.79,2632.67,2616.71,2630.15,2630.01,2635.00,2618.91,2624.89,,,,
168,rule1,否,做多,2025-02-14 03:29,2638.69,2025-02-14 10:00,2700.89,27,405分钟,2.357%,330.00%,13.2000,335.0127,止盈,否,否,2706.58,,,2639.59,2662.17,2638.58,2657.80,2657.80,2659.22,2635.88,2638.69,,,,
169,rule1,否,做空,2025-02-14 08:44,2668.64,2025-02-17 22:00,2694.40,342,5130分钟,-0.965%,-135.15%,-2.1624,332.8503,止损,是,是,,2637.71,2795.97,2666.69,2677.27,2664.50,2677.26,2677.27,2683.10,2668.15,2668.64,,,,
170,rule1,否,做多,2025-02-14 10:44,2698.04,2025-02-15 01:30,2755.28,60,900分钟,2.121%,297.00%,2.9700,335.8203,止盈,是,是,2755.89,,,2698.92,2699.09,2690.20,2691.68,2691.68,2702.90,2689.09,2698.04,,,,
171,rule1,否,做空,2025-02-15 02:14,2784.31,2025-02-15 05:00,2718.68,12,180分钟,2.357%,330.00%,13.2000,349.0203,止盈,否,否,,2706.00,,2753.31,2791.00,2753.00,2773.97,2773.96,2791.78,2773.96,2784.31,,,,
172,rule1,否,做多,2025-02-15 06:59,2718.00,2025-02-17 20:30,2775.66,247,3705分钟,2.121%,297.00%,11.8800,360.9003,止盈,是,是,2779.00,,,2739.29,2739.29,2712.49,2725.59,2725.59,2725.59,2707.40,2718.00,,,,
173,rule1,否,做多,2025-02-16 10:29,2698.49,2025-02-17 18:00,2755.74,127,1905分钟,2.121%,297.00%,2.9700,363.8703,止盈,是,是,2766.50,,,2700.19,2700.39,2693.09,2693.10,2693.10,2698.80,2690.70,2698.49,,,,
174,rule1,否,做多,2025-02-17 03:14,2674.19,2025-02-17 17:30,2730.92,58,870分钟,2.121%,297.00%,2.9700,366.8403,止盈,是,是,2740.46,,,2673.71,2682.00,2673.05,2679.49,2679.50,2681.30,2672.02,2674.19,,,,
175,rule1,否,做空,2025-02-17 23:14,2816.22,2025-02-17 23:45,2749.84,3,45分钟,2.357%,330.00%,13.2000,380.0403,止盈,否,否,,2746.10,,2808.71,2828.70,2807.13,2826.60,2826.59,2849.70,2815.00,2816.22,,,,
176,rule1,否,做多,2025-02-18 00:44,2736.65,2025-02-19 01:30,2710.23,100,1500分钟,-0.965%,-135.15%,-5.4060,374.6343,止损,是,是,2778.15,,2611.46,2745.39,2753.51,2726.37,2727.91,2727.90,2740.94,2723.76,2736.65,,,,
177,rule1,否,做多,2025-02-18 07:59,2744.05,2025-02-21 17:15,2802.26,326,4890分钟,2.121%,297.00%,4.7520,379.3863,止盈,是,是,2831.71,,,2746.49,2750.46,2737.00,2737.00,2737.01,2744.23,2734.41,2744.05,,,,
178,rule1,否,做多,2025-02-18 10:59,2713.49,2025-02-21 17:15,2771.05,314,4710分钟,2.121%,297.00%,4.7520,384.1383,止盈,是,是,2831.71,,,2728.52,2730.00,2710.38,2718.79,2718.79,2719.05,2707.50,2713.49,,,,
179,rule1,否,做多,2025-02-18 12:44,2705.85,2025-02-20 22:00,2763.25,230,3450分钟,2.121%,297.00%,11.8800,396.0183,止盈,是,是,2765.34,,,2714.12,2714.50,2695.22,2696.96,2696.97,2706.46,2691.59,2705.85,,,,
180,rule1,否,做空,2025-02-19 02:59,2631.72,2025-02-21 17:15,2657.13,250,3750分钟,-0.965%,-135.15%,-2.1624,393.8559,止损,是,是,,2613.79,2770.62,2633.17,2633.17,2619.21,2622.50,2622.50,2644.62,2619.45,2631.72,,,,
181,rule1,否,做多,2025-02-21 00:14,2723.02,2025-02-21 17:15,2780.79,69,1035分钟,2.121%,297.00%,11.8800,405.7359,止盈,是,是,2831.71,,,2728.59,2728.59,2707.33,2712.60,2712.60,2730.99,2707.18,2723.02,,,,
182,rule1,否,做多,2025-02-21 19:29,2799.81,2025-02-21 23:30,2693.82,17,255分钟,-3.786%,-530.00%,-8.4800,397.2559,止损,否,否,,,,2801.01,2805.99,2789.39,2789.40,2789.39,2804.30,2786.00,2799.81,,,,
183,rule1,否,做多,2025-02-22 06:44,2645.77,2025-02-22 17:00,2701.90,42,630分钟,2.121%,297.00%,11.8800,409.1359,止盈,是,否,2711.00,,,2638.00,2663.57,2637.40,2657.32,2657.33,2659.89,2634.07,2645.77,,,,
184,rule1,否,做多,2025-02-22 18:44,2738.75,2025-02-23 14:30,2796.85,80,1200分钟,2.121%,297.00%,2.9700,412.1059,止盈,是,否,2798.07,,,2738.98,2753.59,2735.71,2745.63,2745.61,2747.28,2733.09,2738.75,,,,
185,rule1,否,做多,2025-02-23 00:29,2776.69,2025-02-24 07:00,2835.60,123,1845分钟,2.121%,297.00%,2.9700,415.0759,止盈,是,是,2839.21,,,2775.67,2797.48,2774.99,2781.55,2781.56,2790.60,2773.73,2776.69,,,,
186,rule1,否,做多,2025-02-23 19:59,2797.48,2025-02-24 07:15,2856.83,46,690分钟,2.121%,297.00%,2.9700,418.0459,止盈,是,是,2857.34,,,2797.69,2800.91,2789.27,2791.20,2791.20,2799.79,2783.20,2797.48,,,,
187,rule1,否,做多,2025-02-23 20:44,2792.45,2025-02-24 07:15,2851.69,43,645分钟,2.121%,297.00%,4.7520,422.7979,止盈,是,是,2857.34,,,2795.47,2795.48,2783.16,2784.98,2784.93,2796.20,2782.30,2792.45,,,,
188,rule1,否,做空,2025-02-24 07:29,2817.49,2025-02-24 11:15,2751.08,16,240分钟,2.357%,330.00%,13.2000,435.9979,止盈,否,否,,2733.52,,2803.53,2839.21,2802.53,2839.05,2839.05,2857.34,2815.54,2817.49,,,,
189,rule1,否,做多,2025-02-24 09:29,2792.92,2025-02-24 16:15,2687.19,28,420分钟,-3.786%,-530.00%,-5.3000,430.6979,止损,否,否,,,,2805.49,2811.99,2792.63,2798.48,2798.49,2803.40,2791.41,2792.92,,,,
190,rule1,否,做多,2025-02-24 17:14,2692.28,2025-02-25 06:00,2666.29,52,780分钟,-0.965%,-135.15%,-2.1624,428.5355,止损,是,是,2712.50,,2549.75,2690.56,2693.80,2680.74,2681.60,2681.60,2694.00,2680.41,2692.28,,,,
191,rule1,否,做空,2025-02-24 19:44,2682.41,2025-02-25 06:00,2625.50,42,630分钟,2.121%,297.00%,4.7520,433.2875,止盈,是,否,,2534.25,,2676.85,2689.14,2672.92,2688.69,2688.70,2691.00,2680.96,2682.41,,,,
192,rule1,否,做空,2025-02-24 21:44,2684.51,2025-02-25 06:00,2621.23,34,510分钟,2.357%,330.00%,5.2800,438.5675,止盈,否,否,,2534.25,,2680.35,2690.87,2677.38,2689.05,2689.01,2696.63,2684.00,2684.51,,,,
193,rule1,否,做空,2025-02-24 23:29,2658.10,2025-02-25 06:00,2595.44,27,405分钟,2.357%,330.00%,13.2000,451.7675,止盈,否,否,,2534.25,,2656.72,2678.40,2641.49,2674.31,2674.30,2678.91,2656.70,2658.10,,,,
194,rule1,否,做空,2025-02-25 07:29,2515.63,2025-02-25 15:00,2456.33,31,465分钟,2.357%,330.00%,13.2000,464.9675,止盈,否,否,,2408.70,,2508.21,2545.77,2470.33,2537.00,2537.01,2547.57,2512.44,2515.63,,,,
195,rule1,否,做多,2025-02-25 08:59,2499.10,2025-02-25 15:15,2404.49,26,390分钟,-3.786%,-530.00%,-21.2000,443.7675,止损,否,否,,,,2504.37,2518.66,2484.81,2489.40,2489.39,2512.99,2479.99,2499.10,,,,
196,rule1,否,做多,2025-02-25 09:59,2494.91,2025-02-25 15:15,2400.46,22,330分钟,-3.786%,-530.00%,-21.2000,422.5675,止损,否,否,,,,2495.22,2513.20,2493.31,2507.39,2507.40,2508.60,2485.85,2494.91,,,,
197,rule1,否,做多,2025-02-25 10:29,2495.40,2025-02-25 15:15,2400.93,20,300分钟,-3.786%,-530.00%,-8.4800,414.0875,止损,否,否,,,,2494.91,2509.68,2485.16,2486.50,2486.49,2496.00,2475.00,2495.40,,,,
198,rule1,否,做空,2025-02-25 16:44,2412.49,2025-02-26 03:30,2439.89,44,660分钟,-1.136%,-159.00%,-6.3600,407.7275,止损,否,否,,,,2388.79,2413.44,2387.12,2403.00,2403.00,2417.33,2400.71,2412.49,,,,
199,rule1,否,做多,2025-02-25 17:59,2383.54,2025-02-25 20:00,2439.72,9,135分钟,2.357%,330.00%,5.2800,413.0075,止盈,否,否,2448.95,,,2383.67,2400.54,2383.45,2392.81,2392.80,2399.40,2381.17,2383.54,,,,
200,rule1,否,做多,2025-02-25 18:29,2385.61,2025-02-25 20:00,2441.84,7,105分钟,2.357%,330.00%,5.2800,418.2875,止盈,否,否,2448.95,,,2383.53,2406.96,2366.26,2376.31,2376.30,2388.19,2357.05,2385.61,,,,
201,rule1,否,做多,2025-02-25 22:14,2422.92,2025-02-26 04:15,2480.03,25,375分钟,2.357%,330.00%,5.2800,423.5675,止盈,否,否,2508.23,,,2421.63,2426.30,2412.71,2412.76,2412.77,2423.60,2408.97,2422.92,,,,
202,rule1,否,做多,2025-02-26 01:14,2425.20,2025-02-26 04:15,2482.37,13,195分钟,2.357%,330.00%,3.3000,426.8675,止盈,否,否,2508.23,,,2424.27,2435.39,2417.00,2417.57,2417.57,2433.34,2411.23,2425.20,,,,
203,rule1,否,做空,2025-02-26 01:44,2422.70,2025-02-26 04:30,2514.42,12,180分钟,-3.786%,-530.00%,-8.4800,418.3875,止损,否,否,,,,2425.20,2435.66,2413.46,2435.66,2435.65,2443.00,2420.19,2422.70,,,,
204,rule1,否,做多,2025-02-26 10:14,2483.29,2025-02-27 01:45,2459.32,63,945分钟,-0.965%,-135.15%,-1.3515,417.0360,止损,是,是,2507.50,,2357.05,2480.80,2492.06,2480.33,2486.34,2486.34,2488.34,2476.85,2483.29,,,,
205,rule1,否,做多,2025-02-26 20:44,2448.30,2025-02-27 01:45,2355.61,21,315分钟,-3.786%,-530.00%,-5.3000,411.7360,止损,否,否,,,,2462.80,2462.81,2448.23,2456.52,2456.52,2460.99,2444.58,2448.30,,,,
206,rule1,否,做空,2025-02-27 01:14,2403.90,2025-02-27 02:15,2347.24,5,75分钟,2.357%,330.00%,3.3000,415.0360,止盈,否,否,,2307.16,,2405.27,2406.00,2392.11,2398.69,2398.69,2407.62,2396.22,2403.90,,,,
207,rule1,否,做多,2025-02-27 03:44,2299.40,2025-02-27 05:15,2353.60,7,105分钟,2.357%,330.00%,13.2000,428.2360,止盈,否,否,2354.96,,,2312.23,2318.70,2277.93,2279.81,2279.80,2301.99,2276.78,2299.40,,,,
208,rule1,否,做空,2025-02-27 05:14,2331.19,2025-02-27 15:15,2357.67,41,615分钟,-1.136%,-159.00%,-6.3600,421.8760,止损,否,否,,,,2324.44,2340.33,2321.71,2339.77,2339.76,2345.00,2322.23,2331.19,,,,
209,rule1,否,做多,2025-02-27 07:59,2336.37,2025-02-28 09:30,2309.84,103,1545分钟,-1.136%,-159.00%,-1.5900,420.2860,止损,是,否,2381.60,,2191.07,2336.50,2339.60,2327.40,2330.36,2330.36,2338.20,2324.97,2336.37,,,,
210,rule1,否,做空,2025-02-27 11:14,2339.90,2025-02-28 03:30,2290.26,66,990分钟,2.121%,297.00%,2.9700,423.2560,止盈,是,是,,2278.79,,2340.31,2343.64,2328.34,2334.79,2334.79,2345.10,2332.80,2339.90,,,,
211,rule1,否,做多,2025-02-27 11:59,2332.11,2025-02-28 09:30,2305.62,87,1305分钟,-1.136%,-159.00%,-1.5900,421.6660,止损,是,否,2381.60,,2191.07,2332.17,2343.69,2325.49,2325.49,2325.49,2338.09,2323.47,2332.11,,,,
